"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844312","Offset printing machinery, sheetfed, office type (using sheets with one side not exceeding 22 cm and the other side not exceeding 36 cm in the unfolded state)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844313","Other offset printing machinery","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844314","Letterpress printing machinery, reel fed, excluding flexographic printing","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844315","Letterpress printing machinery, other than reel fed, excluding flexographic printing","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844316","Flexographic printing machinery","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844317","Gravure printing machinery","A","Annual","A","Annual","PCT","Percent","2016","","","","18"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844319","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","9.5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844331","Machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network","A","Annual","A","Annual","PCT","Percent","2016","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844332","Other, capable of connecting to an automatic data processing machine or to a network","A","Annual","A","Annual","PCT","Percent","2016","","","","2.66666666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844339","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","9.4"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844391","Parts and accessories of printing machinery used for printing by means of plates, cylinders and other printing components of heading 84.42","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844399","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844400","Machines for extruding, drawing, texturing or cutting manmade textile materials","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844511","Carding machines","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844512","Combing machines","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844513","Drawing or roving machines","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844519","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844520","Textile spinning machines","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844530","Textile doubling or twisting machines","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844540","Textile winding (including weftwinding) or reeling machines","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844590","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844610","For weaving fabrics of a width not exceeding 30 cm","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844621","Power looms","A","Annual","A","Annual","PCT","Percent","2016","","","","11"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844629","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844630","For weaving fabrics of a width exceeding 30 cm, shuttleless type","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844711","With cylinder diameter not exceeding 165 mm","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844712","With cylinder diameter exceeding 165 mm","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844720","Flat knitting machines; stitchbonding machines","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844790","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","8.25"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844811","Dobbies and Jacquards; card reducing, copying, punching or assembling machines for use therewith","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844819","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844820","Parts and accessories of machines of heading 84.44 or of their auxiliary machinery","A","Annual","A","Annual","PCT","Percent","2016","","","","6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844831","Card clothing","A","Annual","A","Annual","PCT","Percent","2016","","","","6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844832","Of machines for preparing textile fibres, other than card clothing","A","Annual","A","Annual","PCT","Percent","2016","","","","6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844833","Spindles, spindle flyers, spinning rings and ring travellers","A","Annual","A","Annual","PCT","Percent","2016","","","","6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844839","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844842","Reeds for looms, healds and healdframes","A","Annual","A","Annual","PCT","Percent","2016","","","","6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844849","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844851","Sinkers, needles and other articles used in forming stitches","A","Annual","A","Annual","PCT","Percent","2016","","","","6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844859","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","844900","Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845011","Fullyautomatic machines","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845012","Other machines, with builtin centrifugal drier","A","Annual","A","Annual","PCT","Percent","2016","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845019","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845020","Machines, each of a dry linen capacity exceeding 10 kg","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845090","Parts","A","Annual","A","Annual","PCT","Percent","2016","","","","10.5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845110","Drycleaning machines","A","Annual","A","Annual","PCT","Percent","2016","","","","21"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845121","Each of a dry linen capacity not exceeding 10 kg","A","Annual","A","Annual","PCT","Percent","2016","","","","15"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845129","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845130","Ironing machines and presses (including fusing presses)","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845140","Washing, bleaching or dyeing machines","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845150","Machines for reeling, unreeling, folding, cutting or pinking textile fabrics","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845180","Other machinery","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845190","Parts","A","Annual","A","Annual","PCT","Percent","2016","","","","8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","845210","Sewing machines of the household type","A","Annual","A","Annual","PCT","Percent","2016","","","","21"
