"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030239","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030241","Herrings (Clupea harengus, Clupea pallasii)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030242","Anchovies (Engraulis spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030243","Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030244","Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030245","Jack and horse mackerel (Trachurus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030246","Cobia (Rachycentron canadum)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030247","Swordfish (Xiphias gladius)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030251","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030252","Haddock (Melanogrammus aeglefinus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030253","Coalfish (Pollachius virens)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030254","Hake (Merluccius spp., Urophycis spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030255","Alaska Pollack (Theragra chalcogramma)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030256","Blue whitings (Micromesistius poutassou, Micromesistius australis)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030259","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030271","Tilapias (Oreochromis spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030272","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030273","Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030274","Eels (Anguilla spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030279","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030281","Dogfish and other sharks","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030282","Rays and skates (Rajidae)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030283","Toothfish (Dissostichus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030284","Seabass (Dicentrarchus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030285","Seabream (Sparidae)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030289","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030290","Livers and roes","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030311","Sockeye salmon (red salmon) (Oncorhynchus nerka)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030312","Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030313","Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030314","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030319","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030323","Tilapias (Oreochromis spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030324","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030325","Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030326","Eels (Anguilla spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030329","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030331","Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030332","Plaice (Pleuronectes platessa)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030333","Sole (Solea spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","1"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030334","Turbots (Psetta maxima)","A","Annual","A","Annual","NUM","Number","2016","","","","1"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030339","Other","A","Annual","A","Annual","NUM","Number","2016","","","","1"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030341","Albacore or longfinned tunas (Thunnus alalunga)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030342","Yellowfin tunas (Thunnus albacares)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030343","Skipjack or stripbellied bonito","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030344","Bigeye tunas (Thunnus obesus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030345","Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030346","Southern bluefin tunas (Thunnus maccoyii)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030349","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030351","Herrings (Clupea harengus, Clupea pallasii)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030353","Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","A","Annual","A","Annual","NUM","Number","2016","","","","1"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030354","Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030355","Jack and horse mackerel (Trachurus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030356","Cobia (Rachycentron canadum)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030357","Swordfish (Xiphias gladius)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030363","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030364","Haddock (Melanogrammus aeglefinus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030365","Coalfish (Pollachius virens)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030366","Hake (Merluccius spp., Urophycis spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030367","Alaska Pollack (Theragra chalcogramma)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030368","Blue whitings (Micromesistius poutassou, Micromesistius australis)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030369","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030381","Dogfish and other sharks","A","Annual","A","Annual","NUM","Number","2016","","","","1"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030382","Rays and skates (Rajidae)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030383","Toothfish (Dissostichus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030384","Seabass (Dicentrarchus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030389","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030390","Livers and roes","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030431","Tilapias (Oreochromis spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030432","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030433","Nile Perch (Lates niloticus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030439","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030441","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo sa","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030442","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030443","Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030444","Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030445","Swordfish (Xiphias gladius)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030446","Toothfish (Dissostichus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030449","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030451","Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhi","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030452","Salmonidae","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030453","Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030454","Swordfish (Xiphias gladius)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030455","Toothfish (Dissostichus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030459","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030461","Tilapias (Oreochromis spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030462","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030463","Nile Perch (Lates niloticus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030469","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030471","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030472","Haddock (Melanogrammus aeglefinus)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030473","Coalfish (Pollachius virens)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030474","Hake (Merluccius spp., Urophycis spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030475","Alaska Pollack (Theragra chalcogramma)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030479","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030481","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo sa","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030482","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030483","Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030484","Swordfish (Xiphias gladius)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030485","Toothfish (Dissostichus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030486","Herrings (Clupea harengus, Clupea pallasii)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030487","Tunas (of the genus Thunnus), skipjack or stripebellied bonito (Euthynnus (Katsuwonus) pelamis)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030489","Other","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030491","Swordfish (Xiphias gladius)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0050","HS MFN - Number of NAV tariff lines","840","USA","United States of America","-","","-","HS","Harmonized System","030492","Toothfish (Dissostichus spp.)","A","Annual","A","Annual","NUM","Number","2016","","","","0"
